"Drug poisoning death rates* by intent, age, sex, and drug type, 1999-2021",,,,,,,,,,,,,,,,,,,
Year,Gender,Intent,,Substance,,,Age Group,,,,,,,,,,,,
,,,,,,,< 1 year,1-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years,,
2004,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,NR,0.1,NR,2.3,2.9,3.1,3.0,0.8,0.2,NR,0.1,,
2004,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.4,0.9,1.4,1.2,0.3,0.1,NR,0.4,,
2004,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,1.8,2.9,4.5,4.7,1.8,0.5,0.3,0.4,,
2004,Male,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.5,1.0,1.4,1.1,0.4,NR,NR,NR,,
2004,Male,Preventable/accidental,,All drugs,,,0.1,0.1,0.1,7.8,13.0,18.3,18.1,6.0,1.9,1.8,2.8,,
2004,Male,Preventable/accidental,,Any Opioid,,,NR,0.1,0.1,4.9,7.7,9.9,9.7,3.0,0.7,0.3,0.6,,
2004,Male,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.8,1.2,1.6,1.6,0.4,0.1,0.1,NR,,
2004,Male,Preventable/accidental,,Cannabis,,,NR,NR,NR,0.1,0.1,0.1,0.1,NR,NR,NR,NR,,
2004,Male,Preventable/accidental,,Cocaine,,,NR,NR,NR,1.6,3.4,5.2,5.2,1.7,0.4,0.1,NR,,
2004,Male,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.9,1.8,1.8,1.9,0.6,0.2,NR,NR,,
2004,Male,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,2.0,2.5,2.7,2.5,0.7,0.1,NR,0.1,,
2004,Male,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.4,0.7,1.1,0.9,0.2,NR,NR,0.2,,
2004,Male,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,NR,NR,NR,1.5,2.4,3.5,3.7,1.3,0.2,0.2,0.3,,
2004,Male,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.4,0.9,1.3,1.0,0.3,NR,NR,NR,,
2003,Both sexes,"All (preventable, intentional, undetermined)",,All drugs,,,0.6,0.2,0.1,6.0,11.4,18.9,17.9,6.9,2.9,2.7,4.1,,
2003,Both sexes,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.2,0.1,NR,3.4,6.2,9.6,9.2,2.9,0.9,0.5,0.7,,
2003,Both sexes,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,0.1,NR,NR,0.5,1.0,1.6,1.7,0.6,0.3,0.3,0.2,,
2003,Both sexes,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,0.1,NR,NR,NR,NR,NR,NR,,
2003,Both sexes,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,1.1,2.7,4.4,3.4,1.0,0.2,NR,0.1,,
2003,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.6,1.1,1.5,1.5,0.3,0.1,NR,NR,,
2003,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,NR,NR,NR,1.1,1.4,2.2,2.1,0.5,0.1,NR,0.1,,
2003,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.3,0.6,1.1,1.0,0.4,0.2,0.1,0.1,,
2003,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,1.1,2.1,3.5,3.6,1.4,0.5,0.3,0.5,,
2003,Both sexes,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.4,0.7,0.8,0.8,0.2,NR,NR,NR,,
2003,Both sexes,Preventable/accidental,,All drugs,,,0.4,0.2,0.1,4.5,8.4,13.5,12.7,4.4,1.7,1.7,3.0,,
2003,Both sexes,Preventable/accidental,,Any Opioid,,,0.1,0.1,NR,2.7,4.8,7.2,6.9,2.1,0.5,0.2,0.5,,
2003,Both sexes,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.4,0.8,1.2,1.2,0.3,0.1,0.1,0.1,,
2003,Both sexes,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2003,Both sexes,Preventable/accidental,,Cocaine,,,NR,NR,NR,0.9,2.2,3.6,3.0,0.9,0.2,NR,NR,,
2003,Both sexes,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.6,1.0,1.4,1.4,0.3,0.1,NR,NR,,
2003,Both sexes,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,0.9,1.2,1.8,1.6,0.4,NR,NR,0.1,,
2003,Both sexes,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.2,0.5,0.8,0.7,0.2,0.1,NR,0.1,,
2003,Both sexes,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,0.8,1.6,2.7,2.7,0.9,0.2,0.1,0.3,,
2003,Both sexes,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.3,0.6,0.7,0.7,0.2,NR,NR,NR,,
2003,Female,"All (preventable, intentional, undetermined)",,All drugs,,,0.4,0.2,0.1,3.1,7.1,13.7,13.5,6.1,2.9,2.6,3.8,,
2003,Female,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.2,0.1,NR,1.5,3.3,6.2,6.2,2.3,0.8,0.6,0.8,,
2003,Female,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.3,0.7,1.1,1.4,0.6,0.4,0.3,0.1,,
2003,Female,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2003,Female,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,0.6,1.4,2.4,1.7,0.3,NR,NR,0.1,,
2003,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.3,0.3,0.5,0.5,0.1,NR,NR,NR,,
2003,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,0.1,NR,NR,0.4,0.9,1.8,1.5,0.4,NR,NR,0.1,,
2003,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.2,0.4,1.0,1.0,0.4,0.2,0.2,0.1,,
2003,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,0.5,1.3,2.5,2.8,1.3,0.5,0.4,0.5,,
2003,Female,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.3,0.4,0.5,0.5,NR,NR,NR,NR,,
2003,Female,Preventable/accidental,,All drugs,,,0.4,0.1,0.1,2.1,4.6,9.0,8.6,3.4,1.5,1.5,3.0,,
2003,Female,Preventable/accidental,,Any Opioid,,,0.2,NR,NR,1.1,2.5,4.6,4.3,1.5,0.4,0.3,0.5,,
2003,Female,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.2,0.5,0.8,1.0,0.2,0.1,0.1,0.1,,
2003,Female,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2003,Female,Preventable/accidental,,Cocaine,,,NR,NR,NR,0.5,1.0,2.0,1.4,0.3,NR,NR,NR,,
2003,Female,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.3,0.3,0.5,0.4,0.1,NR,NR,NR,,
2003,Female,Preventable/accidental,,Opioid subgroup - methadone,,,0.1,NR,NR,0.3,0.7,1.4,1.1,0.3,NR,NR,0.1,,
2003,Female,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.3,0.7,0.7,0.2,0.1,0.1,0.1,,
2003,Female,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.3,0.9,1.8,1.9,0.8,0.2,0.2,0.3,,
2003,Female,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.2,0.3,0.4,0.4,NR,NR,NR,NR,,
2003,Male,"All (preventable, intentional, undetermined)",,All drugs,,,0.8,0.3,0.1,8.8,15.7,24.3,22.6,7.8,2.9,2.9,4.8,,
2003,Male,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.2,0.1,NR,5.2,8.9,13.0,12.3,3.6,1.0,0.4,0.7,,
2003,Male,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,0.1,NR,NR,0.7,1.2,2.0,2.0,0.6,0.2,0.3,0.4,,
2003,Male,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,0.1,0.1,NR,NR,NR,NR,NR,NR,,
2003,Male,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,1.7,4.0,6.4,5.3,1.6,0.4,0.1,0.1,,
2003,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,1.0,1.9,2.4,2.6,0.6,0.2,NR,0.1,,
2003,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,NR,NR,NR,1.7,1.8,2.6,2.6,0.7,0.1,NR,0.1,,
2003,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.3,0.8,1.3,1.0,0.3,0.2,0.1,0.1,,
2003,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,1.7,2.9,4.5,4.5,1.6,0.5,0.2,0.5,,
2003,Male,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.5,1.0,1.2,1.1,0.3,NR,NR,NR,,
2003,Male,Preventable/accidental,,All drugs,,,0.4,0.2,0.1,6.9,12.2,18.0,16.9,5.4,1.9,2.1,2.9,,
2003,Male,Preventable/accidental,,Any Opioid,,,0.1,0.1,NR,4.1,7.1,9.9,9.6,2.7,0.7,0.2,0.4,,
2003,Male,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.6,1.0,1.6,1.5,0.4,0.1,0.1,0.1,,
2003,Male,Preventable/accidental,,Cannabis,,,NR,NR,NR,0.1,0.1,NR,NR,NR,NR,NR,NR,,
2003,Male,Preventable/accidental,,Cocaine,,,NR,NR,NR,1.3,3.3,5.3,4.6,1.5,0.4,0.1,0.1,,
2003,Male,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.9,1.8,2.3,2.4,0.5,0.2,NR,0.1,,
2003,Male,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,1.5,1.6,2.2,2.2,0.6,0.1,NR,0.1,,
2003,Male,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.3,0.6,0.9,0.7,0.2,0.1,NR,0.1,,
2003,Male,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,1.3,2.4,3.6,3.5,1.1,0.2,0.1,0.3,,
2003,Male,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.4,0.8,1.1,1.0,0.3,NR,NR,NR,,
2002,Both sexes,"All (preventable, intentional, undetermined)",,All drugs,,,0.7,0.2,0.1,5.1,10.5,18.1,16.2,6.0,2.8,2.8,4.4,,
2002,Both sexes,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.2,0.1,NR,2.9,5.6,9.5,8.4,2.4,0.8,0.5,0.8,,
2002,Both sexes,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.4,0.8,1.6,1.4,0.6,0.3,0.2,0.3,,
2002,Both sexes,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2002,Both sexes,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,0.9,2.4,4.0,3.0,0.8,0.1,NR,0.1,,
2002,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.6,1.1,1.7,1.4,0.3,0.1,NR,NR,,
2002,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,0.1,NR,NR,0.7,1.2,1.8,1.7,0.4,0.1,NR,NR,,
2002,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.2,0.5,1.0,0.9,0.4,0.2,0.1,0.2,,
2002,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,0.9,1.9,3.4,3.3,1.1,0.4,0.3,0.4,,
2002,Both sexes,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,0.1,NR,NR,0.3,0.5,0.8,0.6,0.1,NR,NR,NR,,
2002,Both sexes,Preventable/accidental,,All drugs,,,0.5,0.1,NR,3.9,7.6,12.9,11.1,3.6,1.6,1.7,3.3,,
2002,Both sexes,Preventable/accidental,,Any Opioid,,,0.1,0.1,NR,2.3,4.3,7.1,6.2,1.6,0.5,0.2,0.4,,
2002,Both sexes,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.3,0.7,1.1,1.0,0.3,0.1,NR,0.1,,
2002,Both sexes,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2002,Both sexes,Preventable/accidental,,Cocaine,,,NR,NR,NR,0.8,1.9,3.4,2.7,0.7,0.1,NR,0.1,,
2002,Both sexes,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.5,1.0,1.6,1.3,0.3,0.1,NR,NR,,
2002,Both sexes,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,0.6,1.0,1.4,1.3,0.3,0.1,NR,NR,,
2002,Both sexes,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.2,0.4,0.7,0.6,0.2,0.1,NR,NR,,
2002,Both sexes,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.7,1.5,2.6,2.4,0.7,0.2,0.1,0.2,,
2002,Both sexes,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.3,0.4,0.7,0.5,0.1,NR,NR,NR,,
2002,Female,"All (preventable, intentional, undetermined)",,All drugs,,,0.4,0.3,0.1,2.8,6.2,12.8,12.2,5.2,2.8,2.6,3.9,,
2002,Female,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.1,0.1,NR,1.4,3.0,6.1,5.5,1.8,0.9,0.4,0.6,,
2002,Female,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.2,0.5,1.3,1.1,0.5,0.3,0.2,0.2,,
2002,Female,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2002,Female,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,0.5,1.1,2.2,1.4,0.3,NR,NR,0.1,,
2002,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.3,0.4,0.6,0.4,NR,NR,NR,NR,,
2002,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,0.1,0.1,NR,0.3,0.7,1.4,1.2,0.3,0.1,NR,0.1,,
2002,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.4,0.9,0.9,0.5,0.3,0.1,0.2,,
2002,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,0.5,1.1,2.4,2.4,1.0,0.5,0.3,0.3,,
2002,Female,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,0.1,NR,NR,0.2,0.3,0.5,0.4,0.1,NR,NR,NR,,
2002,Female,Preventable/accidental,,All drugs,,,0.2,0.1,NR,1.8,4.0,8.2,7.3,2.7,1.4,1.6,3.0,,
2002,Female,Preventable/accidental,,Any Opioid,,,0.1,0.1,NR,1.0,2.1,4.2,3.7,1.1,0.4,0.2,0.3,,
2002,Female,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.1,0.4,0.8,0.7,0.3,0.1,NR,NR,,
2002,Female,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2002,Female,Preventable/accidental,,Cocaine,,,NR,NR,NR,0.4,0.9,1.8,1.2,0.2,NR,NR,0.1,,
2002,Female,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.3,0.3,0.5,0.4,NR,NR,NR,NR,,
2002,Female,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,0.3,0.6,1.1,0.9,0.2,0.1,NR,0.1,,
2002,Female,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.3,0.5,0.6,0.3,0.2,0.1,NR,,
2002,Female,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,0.3,0.8,1.6,1.6,0.5,0.2,0.1,0.2,,
2002,Female,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,0.1,NR,NR,0.1,0.2,0.4,0.3,0.1,NR,NR,NR,,
2002,Male,"All (preventable, intentional, undetermined)",,All drugs,,,1.0,0.1,0.1,7.3,14.7,23.4,20.3,6.8,2.8,3.1,5.7,,
2002,Male,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.3,0.1,0.1,4.3,8.2,12.9,11.4,3.1,0.8,0.5,1.1,,
2002,Male,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.6,1.2,1.9,1.7,0.7,0.3,0.3,0.5,,
2002,Male,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,0.1,0.1,NR,NR,NR,NR,NR,,
2002,Male,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,1.3,3.6,6.0,4.7,1.4,0.2,0.1,0.2,,
2002,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.9,1.7,2.8,2.5,0.6,0.1,NR,NR,,
2002,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,0.1,NR,NR,1.1,1.6,2.1,2.1,0.5,0.1,NR,NR,,
2002,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.3,0.7,1.1,0.9,0.3,NR,0.1,0.2,,
2002,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.2,NR,NR,1.3,2.7,4.4,4.2,1.3,0.4,0.3,0.7,,
2002,Male,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.4,0.7,1.1,0.8,0.2,NR,NR,NR,,
2002,Male,Preventable/accidental,,All drugs,,,0.7,0.1,0.1,5.8,11.1,17.6,15.1,4.5,1.7,1.8,4.0,,
2002,Male,Preventable/accidental,,Any Opioid,,,0.1,NR,NR,3.6,6.4,1NR,8.8,2.2,0.6,0.2,0.5,,
2002,Male,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.5,0.9,1.4,1.2,0.4,0.1,NR,0.2,,
2002,Male,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,0.1,NR,NR,NR,NR,NR,,
2002,Male,Preventable/accidental,,Cocaine,,,NR,NR,NR,1.2,3.0,5.1,4.2,1.3,0.2,0.1,0.1,,
2002,Male,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.8,1.6,2.7,2.3,0.5,0.1,NR,NR,,
2002,Male,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,1.0,1.4,1.7,1.7,0.4,0.1,NR,NR,,
2002,Male,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.2,0.5,0.8,0.6,0.1,NR,NR,0.1,,
2002,Male,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,1.1,2.2,3.6,3.3,0.8,0.2,0.1,0.4,,
2002,Male,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.4,0.6,1.0,0.7,0.2,NR,NR,NR,,
2001,Both sexes,"All (preventable, intentional, undetermined)",,All drugs,,,0.5,0.2,0.1,4.2,8.6,15.5,13.0,4.7,2.4,2.5,3.7,,
2001,Both sexes,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.1,0.1,NR,2.3,4.4,7.8,6.6,2.0,0.5,0.4,0.5,,
2001,Both sexes,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.3,0.7,1.3,1.1,0.4,0.2,0.2,0.2,,
2001,Both sexes,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2001,Both sexes,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,0.7,2.1,3.5,2.4,0.6,0.1,NR,0.1,,
2001,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.5,1.0,1.5,1.2,0.3,NR,NR,NR,,
2001,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,NR,NR,NR,0.4,0.7,1.2,1.0,0.3,NR,NR,NR,,
2001,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.4,0.8,0.7,0.3,0.1,0.1,0.2,,
2001,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,0.9,1.4,2.8,2.5,0.9,0.3,0.2,0.3,,
2001,Both sexes,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.3,0.4,0.4,0.3,0.1,NR,NR,NR,,
2001,Both sexes,Preventable/accidental,,All drugs,,,0.2,0.1,0.1,3.1,6.0,10.6,8.5,2.8,1.3,1.5,2.5,,
2001,Both sexes,Preventable/accidental,,Any Opioid,,,NR,0.1,NR,1.8,3.3,5.6,4.6,1.3,0.3,0.1,0.2,,
2001,Both sexes,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.3,0.5,0.9,0.7,0.2,NR,NR,NR,,
2001,Both sexes,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2001,Both sexes,Preventable/accidental,,Cocaine,,,NR,NR,NR,0.6,1.7,2.9,2.1,0.5,0.1,NR,0.1,,
2001,Both sexes,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.5,0.9,1.3,1.1,0.2,NR,NR,NR,,
2001,Both sexes,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,0.4,0.5,0.9,0.8,0.2,NR,NR,NR,,
2001,Both sexes,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.2,0.6,0.4,0.2,NR,NR,0.1,,
2001,Both sexes,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,NR,NR,NR,0.7,1.1,2.1,1.8,0.5,0.1,0.1,0.1,,
2001,Both sexes,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.2,0.3,0.4,0.2,NR,NR,NR,NR,,
2001,Female,"All (preventable, intentional, undetermined)",,All drugs,,,0.4,0.1,0.1,2.2,5.2,10.4,9.1,4.2,2.2,2.4,3.7,,
2001,Female,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.1,NR,NR,1.0,2.3,4.6,3.8,1.5,0.5,0.4,0.5,,
2001,Female,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.1,0.4,1.0,0.8,0.4,0.2,0.2,0.1,,
2001,Female,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2001,Female,"All (preventable, intentional, undetermined)",,Cocaine,,,0.1,NR,NR,0.3,1.1,1.9,1.1,0.2,NR,NR,0.1,,
2001,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.2,0.3,0.6,0.3,NR,NR,NR,NR,,
2001,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,NR,NR,NR,0.2,0.4,0.9,0.7,0.2,NR,NR,0.1,,
2001,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.3,0.7,0.7,0.4,0.1,0.1,0.1,,
2001,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.3,0.8,1.9,1.8,0.8,0.3,0.2,0.2,,
2001,Female,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.2,0.2,0.2,0.1,NR,NR,NR,NR,,
2001,Female,Preventable/accidental,,All drugs,,,0.3,NR,0.1,1.3,3.1,6.4,5.0,2.0,1.1,1.4,2.8,,
2001,Female,Preventable/accidental,,Any Opioid,,,0.1,NR,NR,0.7,1.5,3.2,2.4,0.9,0.2,0.1,0.1,,
2001,Female,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.1,0.3,0.7,0.4,0.2,NR,NR,NR,,
2001,Female,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2001,Female,Preventable/accidental,,Cocaine,,,NR,NR,NR,0.3,0.9,1.5,0.9,0.2,NR,NR,0.1,,
2001,Female,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.2,0.3,0.5,0.3,NR,NR,NR,NR,,
2001,Female,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,0.2,0.3,0.7,0.5,0.1,NR,NR,NR,,
2001,Female,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,NR,0.1,0.5,0.4,0.2,NR,NR,0.1,,
2001,Female,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.2,0.6,1.3,1.1,0.5,0.2,0.1,NR,,
2001,Female,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.2,0.1,0.2,0.1,NR,NR,NR,NR,,
2001,Male,"All (preventable, intentional, undetermined)",,All drugs,,,0.7,0.3,0.1,6.1,12.0,20.6,17.0,5.3,2.7,2.6,3.6,,
2001,Male,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.2,0.1,0.1,3.6,6.6,11.0,9.4,2.4,0.6,0.5,0.7,,
2001,Male,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.5,0.9,1.6,1.4,0.4,0.2,0.2,0.2,,
2001,Male,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,0.1,NR,NR,NR,NR,NR,,
2001,Male,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,1.0,3.1,5.1,3.9,1.1,0.3,0.1,0.1,,
2001,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.8,1.6,2.3,2.0,0.5,0.1,0.1,NR,,
