Year,Gender,Intent,Intent,Drug type,< 1 year,1-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years,Not stated,All ages
2007,Female,Preventable/accidental,Preventable/accidental,Cocaine,1,1,0,106,245,465,549,109,1,1,3,0,1481
2007,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,48,85,84,103,26,0,0,1,0,347
2007,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,4,168,300,422,522,144,13,6,2,0,1581
2007,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,2,39,99,198,293,91,18,7,3,0,750
2007,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,6,5,158,370,638,834,288,49,10,7,0,2365
2007,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,41,61,98,97,26,3,0,0,0,326
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,18,21,42,2667,4662,5689,"6,316",2234,398,170,78,3,22298
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,4,16,24,1685,2768,3013,"3,195",1045,129,31,23,2,11935
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,1,5,370,638,648,676,219,31,12,6,0,2606
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,25,30,25,16,1,1,0,0,0,98
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,2,0,0,444,996,1405,"1,457",469,69,3,2,0,4847
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,1,0,298,478,521,556,133,11,0,1,1,2000
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,4,9,7,669,954,780,886,271,14,3,0,0,3597
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,4,128,278,327,296,96,20,5,5,0,1160
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,0,5,12,586,1034,1232,"1,375",533,75,18,18,1,4889
2007,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,1,91,192,276,292,105,11,0,0,0,969
2007,Male,Preventable/accidental,Preventable/accidental,All drugs,9,11,33,2250,3944,4599,"5,072",1677,274,112,46,2,18029
2007,Male,Preventable/accidental,Preventable/accidental,Any Opioid,1,7,19,1461,2419,2549,"2,675",827,79,10,7,2,10056
2007,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,1,5,325,565,536,510,153,12,2,0,0,2109
2007,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,20,24,20,12,1,1,0,0,0,78
2007,Male,Preventable/accidental,Preventable/accidental,Cocaine,2,0,0,413,919,1263,"1,354",442,64,3,2,0,4462
2007,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,1,0,267,424,458,499,129,10,0,1,1,1790
2007,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,1,4,4,597,839,681,765,218,9,1,0,0,3119
2007,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,3,100,236,264,238,73,12,1,2,0,930
2007,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,1,11,495,895,1019,"1,117",400,38,7,2,1,3986
2007,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,78,161,242,276,95,11,0,0,0,863
2006,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,44,36,57,3460,6346,9373,"10,421",3355,677,431,213,12,34425
2006,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,9,23,31,2096,3530,4658,"5,294",1522,237,100,40,5,17545
2006,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,4,442,744,1025,"1,142",348,74,31,24,1,3835
2006,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,37,32,24,35,2,1,0,0,0,131
2006,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,6,2,1,676,1469,2359,"2,311",545,58,9,7,5,7448
2006,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,1,1,313,486,543,587,141,10,0,2,3,2088
2006,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,4,6,18,811,1238,1394,"1,521",351,49,8,6,0,5406
2006,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,4,1,278,509,746,844,248,40,31,5,0,2707
2006,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,11,11,681,1250,1837,"2,227",781,136,52,25,2,7017
2006,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,4,1,0,153,295,440,432,124,11,1,0,1,1462
2006,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,12,16,37,2817,5115,7299,"7,978",2274,423,265,153,11,26400
2006,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,0,9,21,1784,3005,3849,"4,243",1117,156,46,26,5,14261
2006,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,4,374,615,821,851,206,32,8,4,1,2916
2006,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,30,22,19,29,1,1,0,0,0,102
2006,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,1,1,1,589,1314,2109,"2,123",514,54,8,7,5,6726
2006,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,282,433,478,528,132,10,0,2,3,1869
2006,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,1,11,696,1074,1183,"1,263",271,35,4,6,0,4544
2006,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,3,0,234,411,621,688,181,27,13,4,0,2182
2006,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,5,9,549,1045,1466,"1,679",541,85,22,14,2,5417
2006,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,0,120,244,376,395,110,11,0,0,1,1258
2006,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,21,16,24,820,1863,3459,"4,099",1459,370,257,141,3,12532
2006,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,5,9,13,444,949,1608,"2,037",665,122,61,31,1,5945
2006,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,0,95,235,417,483,163,42,20,17,0,1472
2006,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,10,8,7,9,2,0,0,0,0,36
2006,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,4,1,0,168,333,645,597,95,10,3,4,0,1860
2006,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,1,0,57,75,90,100,19,0,0,2,0,344
2006,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,3,6,143,343,525,599,139,21,4,4,0,1789
2006,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,1,1,66,146,274,366,130,22,19,4,0,1030
2006,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,3,5,166,390,698,987,381,78,34,21,1,2766
2006,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,1,0,46,94,128,111,26,3,0,0,1,411
2006,Female,Preventable/accidental,Preventable/accidental,All drugs,6,7,13,599,1345,2462,"2,886",865,216,155,103,3,8660
2006,Female,Preventable/accidental,Preventable/accidental,Any Opioid,0,2,7,358,759,1242,"1,575",453,75,31,20,1,4523
2006,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,0,74,179,307,331,88,18,4,2,0,1003
2006,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,7,4,4,9,1,0,0,0,0,25
2006,Female,Preventable/accidental,Preventable/accidental,Cocaine,1,1,0,140,280,566,539,86,9,2,4,0,1628
2006,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,49,61,78,93,19,0,0,2,0,302
2006,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,2,121,299,429,503,106,15,2,4,0,1481
2006,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,0,51,100,205,284,88,13,9,3,0,754
2006,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,1,4,121,313,516,714,250,45,15,12,1,1992
2006,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,32,75,105,99,21,3,0,0,1,336
2006,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,23,20,33,2640,4483,5914,"6,322",1896,307,174,72,9,21893
2006,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,4,14,18,1652,2581,3050,"3,257",857,115,39,9,4,11600
2006,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,4,347,509,608,659,185,32,11,7,1,2363
2006,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,27,24,17,26,0,1,0,0,0,95
2006,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,2,1,1,508,1136,1714,"1,714",450,48,6,3,5,5588
2006,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,1,256,411,453,487,122,10,0,0,3,1744
2006,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,3,12,668,895,869,922,212,28,4,2,0,3617
2006,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,3,0,212,363,472,478,118,18,12,1,0,1677
2006,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,8,6,515,860,1139,"1,240",400,58,18,4,1,4251
2006,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,0,0,107,201,312,321,98,8,1,0,0,1051
2006,Male,Preventable/accidental,Preventable/accidental,All drugs,6,9,24,2218,3770,4837,"5,092",1409,207,110,50,8,17740
2006,Male,Preventable/accidental,Preventable/accidental,Any Opioid,0,7,14,1426,2246,2607,"2,668",664,81,15,6,4,9738
2006,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,4,300,436,514,520,118,14,4,2,1,1913
2006,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,23,18,15,20,0,1,0,0,0,77
2006,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,0,1,449,1034,1543,"1,584",428,45,6,3,5,5098
2006,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,233,372,400,435,113,10,0,0,3,1567
2006,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,1,9,575,775,754,760,165,20,2,2,0,3063
2006,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,0,183,311,416,404,93,14,4,1,0,1428
2006,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,4,5,428,732,950,965,291,40,7,2,1,3425
2006,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,0,88,169,271,296,89,8,0,0,0,922
2005,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,35,30,47,2918,5340,8506,"8,968",2761,607,402,194,5,29813
2005,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,7,20,25,1685,2910,4176,"4,537",1194,229,87,47,1,14918
2005,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,322,557,860,974,261,70,24,14,1,3084
2005,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,1,32,29,23,24,2,0,0,0,0,111
2005,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,2,2,2,546,1228,2110,"1,805",444,57,7,3,2,6208
2005,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,1,279,483,526,591,116,10,1,1,0,2009
2005,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,4,14,603,979,1217,"1,290",300,39,7,4,0,4460
2005,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,4,2,130,291,516,561,165,41,20,12,0,1742
2005,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,14,8,528,975,1592,"1,862",576,128,58,29,1,5774
2005,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,4,0,1,196,317,539,444,97,9,0,0,1,1608
2005,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,15,10,29,2355,4260,6490,"6,697",1854,358,243,132,5,22448
2005,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,3,6,20,1444,2469,3355,"3,571",861,136,38,26,1,11930
2005,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,0,277,450,643,698,164,27,5,1,1,2266
2005,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,1,25,26,21,20,2,0,0,0,0,95
2005,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,1,0,1,478,1098,1861,"1,644",424,54,7,3,2,5573
2005,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,256,443,487,532,109,9,1,1,0,1839
2005,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,1,2,12,530,838,1006,"1,045",233,26,3,3,0,3699
2005,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,2,103,236,395,404,117,23,8,7,0,1296
2005,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,3,5,434,791,1223,"1,425",377,75,24,14,1,4374
2005,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,168,274,474,389,83,7,0,0,1,1397
2005,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,17,7,24,733,1654,3227,"3,572",1192,321,223,119,0,11089
2005,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,5,3,11,371,843,1515,"1,688",501,140,54,30,0,5161
2005,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,83,157,336,421,143,45,15,8,0,1209
